,Year,MonthlyIncome,UPBatAcquisition,LTVRatio,BorrowerCount,InterestRate,OriginationValue,HousingExpenseToIncome,TotalDebtToIncome,B1CreditScore,B2CreditScore,Performance,PropertyValue,CurrentPropertyValue,ValueChange,Price
16,2021,9092,175000,62.0,2,2.625,175000,11.3,23.81,5,5,Current,282258.0645,282258.0645,0,175000
68,2021,13641,130000,69.0,2,2.375,130000,8.9,12.82,4,5,Current,188405.7971,188405.7971,0,130000
112,2021,11623,138200,63.0,2,2.5,138200,12.82,19.79,5,5,Current,219365.0794,219365.0794,0,138200
120,2021,9756,150000,69.0,2,2.5,150000,14.75,19.82,5,4,Current,217391.3043,217391.3043,0,150000
164,2021,9303,182000,65.0,2,2.75,182000,12.19,21.88,5,5,Current,280000.0,280000.0,0,182000
173,2021,9556,170000,76.0,2,3.0,170000,11.55,16.55,4,5,Current,223684.2105,223684.2105,0,170000
207,2021,8775,105000,68.0,2,2.75,105000,8.35,19.86,4,5,Current,154411.7647,154411.7647,0,105000
295,2021,9911,89000,75.0,2,2.25,89000,9.06,30.52,5,5,Current,118666.6667,118666.6667,0,89000
318,2021,9481,130000,80.0,2,2.875,130000,9.58,25.49,4,3,Current,162500.0,162500.0,0,130000
400,2021,11513,150000,69.0,2,2.375,150000,11.79,22.32,5,5,Current,217391.3043,217391.3043,0,150000
445,2021,11373,172000,80.0,2,2.75,172000,9.4,11.82,5,3,Current,215000.0,215000.0,0,172000
473,2021,9538,133000,61.0,2,2.5,133000,12.87,17.55,4,2,Current,218032.7869,218032.7869,0,133000
538,2021,7262,120800,70.0,2,2.75,120800,15.57,21.97,5,5,Current,172571.4286,172571.4286,0,120800
555,2021,12483,184000,72.0,2,2.75,184000,9.12,30.64,5,4,Current,255555.5556,255555.5556,0,184000
598,2021,7282,118000,66.0,2,2.875,118000,12.68,29.15,5,5,Current,178787.8788,178787.8788,0,118000
661,2021,11537,180000,80.0,2,3.25,180000,10.17,20.41,4,4,Current,225000.0,225000.0,0,180000
714,2021,9222,170000,72.0,2,3.375,170000,10.64,20.51,5,4,Current,236111.1111,236111.1111,0,170000
786,2021,14437,176000,73.0,2,2.5,176000,11.05,27.52,4,5,Current,241095.8904,241095.8904,0,176000
809,2021,14155,143920,80.0,3,3.125,143920,6.52,13.43,5,5,Current,179900.0,179900.0,0,143920
848,2021,9684,139920,67.0,2,2.75,143220,10.08,15.65,5,5,Current,213761.194,213761.194,0,139920
853,2021,10163,175500,61.0,2,2.75,175500,15.04,22.42,4,5,Current,287704.918,287704.918,0,175500
882,2021,10925,148000,80.0,2,3.0,148000,9.85,24.0,4,4,Current,185000.0,185000.0,0,148000
1015,2021,4821,108500,62.0,2,2.99,108500,13.96,13.96,5,5,Current,175000.0,175000.0,0,108500
1029,2021,9017,153000,70.0,2,2.5,153000,17.07,22.82,5,4,Current,218571.4286,218571.4286,0,153000
1074,2021,14658,184400,80.0,2,3.0,184400,7.53,25.22,4,4,Current,230500.0,230500.0,0,184400
1110,2021,11911,170000,70.0,2,3.125,170000,9.64,15.76,4,3,Current,242857.1429,242857.1429,0,170000
1111,2021,12006,155000,68.0,2,3.125,155000,8.69,15.78,4,5,Current,227941.1765,227941.1765,0,155000
1209,2021,6363,160000,80.0,2,2.875,160000,15.28,15.83,5,5,Current,200000.0,200000.0,0,160000
1245,2021,7299,153000,62.0,2,3.25,153000,12.99,20.56,5,5,Current,246774.1935,246774.1935,0,153000
1368,2021,7594,95000,95.0,2,2.875,95000,8.46,17.67,5,5,Current,100000.0,100000.0,0,95000
1623,2021,11050,160000,67.0,2,3.0,160000,11.5,14.4,5,5,Current,238805.9701,238805.9701,0,160000
1628,2021,8141,168000,90.0,2,2.875,168000,13.41,20.44,5,4,Current,186666.6667,186666.6667,0,168000
