,Year,MonthlyIncome,UPBatAcquisition,LTVRatio,BorrowerCount,InterestRate,OriginationValue,HousingExpenseToIncome,TotalDebtToIncome,B1CreditScore,B2CreditScore,Performance,PropertyValue,CurrentPropertyValue,ValueChange,Price
344,2021,8907,212600,54.0,2,3.125,212600,16.28,22.9,5,5,Current,393703.7037,393703.7037,0,212600
1224,2021,12291,255000,54.0,2,3.75,255000,14.1,30.5,5,4,Current,472222.2222,472222.2222,0,255000
1259,2021,5880,100000,40.0,2,3.25,100000,15.06,22.47,5,4,Current,250000.0,250000.0,0,100000
1338,2021,9598,98499,26.0,2,3.125,99000,9.05,41.05,4,3,Current,380769.2308,380769.2308,0,98499
4360,2021,8733,106460,62.0,2,3.5,110000,11.05,48.95,5,5,Current,177419.3548,177419.3548,0,106460
6455,2021,2589,47250,42.0,2,3.125,47250,16.63,32.34,3,4,Current,112500.0,112500.0,0,47250
6479,2021,11407,236500,32.0,2,3.125,236500,14.91,27.89,4,5,Current,739062.5,739062.5,0,236500
6918,2021,4612,87500,53.0,2,3.25,87500,13.63,35.87,5,4,Current,165094.3396,165094.3396,0,87500
7103,2021,15418,151295,51.0,2,3.125,151295,12.71,34.64,5,4,Current,296656.8627,296656.8627,0,151295
7241,2021,5496,115000,50.0,2,3.25,115000,12.66,35.21,5,5,Current,230000.0,230000.0,0,115000
7342,2021,7143,112410,47.0,2,3.125,112410,14.99,32.96,5,4,Current,239170.2128,239170.2128,0,112410
7426,2021,4217,102000,50.0,2,3.125,102000,15.87,20.05,5,4,Current,204000.0,204000.0,0,102000
7791,2021,4220,55000,48.0,2,3.125,55000,13.04,37.87,4,5,Current,114583.3333,114583.3333,0,55000
7957,2021,7828,135000,58.0,2,3.125,135000,12.19,36.84,4,2,Current,232758.6207,232758.6207,0,135000
8000,2021,9085,135850,61.0,2,3.125,135850,10.46,37.2,5,4,Current,222704.918,222704.918,0,135850
8065,2021,9166,140000,27.0,2,3.125,140000,15.19,32.01,5,5,Current,518518.5185,518518.5185,0,140000
8355,2021,5434,125000,56.0,2,3.25,125000,16.45,16.45,5,5,Current,223214.2857,223214.2857,0,125000
8358,2021,6684,80000,31.0,2,3.125,80000,10.64,30.16,4,3,Current,258064.5161,258064.5161,0,80000
8819,2021,5904,104758,56.0,2,3.25,104758,12.74,29.62,5,4,Current,187067.8571,187067.8571,0,104758
8907,2021,12207,125500,32.0,2,3.125,125500,16.44,33.23,5,5,Current,392187.5,392187.5,0,125500
9028,2021,4826,100000,56.0,2,3.5,100000,16.72,23.16,5,4,Current,178571.4286,178571.4286,0,100000
9079,2021,6160,95000,29.0,2,3.25,95000,15.62,29.08,5,5,Current,327586.2069,327586.2069,0,95000
9138,2021,8150,130000,42.0,2,3.25,130000,12.45,23.46,3,5,Current,309523.8095,309523.8095,0,130000
9212,2021,8811,158000,61.0,2,3.4,158000,11.48,41.47,4,4,Current,259016.3934,259016.3934,0,158000
9401,2021,4682,50000,42.0,2,3.125,50000,14.18,28.79,5,5,Current,119047.619,119047.619,0,50000
9568,2021,5577,95000,46.0,2,3.25,95000,15.83,39.14,3,5,Current,206521.7391,206521.7391,0,95000
