,Year,MonthlyIncome,UPBatAcquisition,LTVRatio,BorrowerCount,InterestRate,OriginationValue,HousingExpenseToIncome,TotalDebtToIncome,B1CreditScore,B2CreditScore,Performance,PropertyValue,CurrentPropertyValue,ValueChange,Price
5,2021,9086,200000,76.0,2,3.0,200000,15.19,27.1,5,5,Current,263157.8947,263157.8947,0,200000
17,2021,13884,220000,80.0,2,2.75,220000,9.71,32.03,5,5,Current,275000.0,275000.0,0,220000
25,2021,11567,195000,62.0,2,2.0,195000,15.6,28.75,4,5,Current,314516.129,314516.129,0,195000
41,2021,10915,255000,65.0,2,2.875,255000,17.9,21.01,5,5,Current,392307.6923,392307.6923,0,255000
66,2021,10407,264540,78.0,2,3.0,265000,17.91,25.71,4,5,Current,339743.5897,339743.5897,0,264540
83,2021,9656,280000,60.0,2,2.75,280000,17.2,37.33,4,4,Current,466666.6667,466666.6667,0,280000
111,2021,13280,248000,58.0,2,2.5,248000,18.87,31.0,4,4,Current,427586.2069,427586.2069,0,248000
123,2021,9467,209000,71.0,2,2.75,209000,14.93,26.45,5,5,Current,294366.1972,294366.1972,0,209000
127,2021,14738,269000,43.0,2,2.75,269000,20.83,25.6,5,5,Current,625581.3953,625581.3953,0,269000
136,2021,10092,255000,63.0,2,3.0,255000,18.84,23.44,4,4,Current,404761.9048,404761.9048,0,255000
143,2021,12041,330394,60.0,2,2.625,331000,17.91,22.34,5,5,Current,551666.6667,551666.6667,0,330394
160,2021,11416,207500,75.0,2,2.625,207500,16.87,18.97,5,5,Current,276666.6667,276666.6667,0,207500
162,2021,10696,264000,80.0,2,2.75,264000,16.56,21.78,5,5,Current,330000.0,330000.0,0,264000
176,2021,10926,180000,77.0,2,2.75,180000,14.04,24.71,5,5,Current,233766.2338,233766.2338,0,180000
208,2021,11912,209600,80.0,2,2.625,209600,17.16,34.36,5,5,Current,262000.0,262000.0,0,209600
217,2021,11355,303000,74.0,2,2.25,303000,21.89,32.12,5,5,Current,409459.4595,409459.4595,0,303000
222,2021,12492,325000,53.0,2,2.75,325000,17.36,23.65,4,5,Current,613207.5472,613207.5472,0,325000
224,2021,17593,275000,63.0,2,2.375,275000,14.18,22.28,5,4,Current,436507.9365,436507.9365,0,275000
230,2021,13169,256000,78.0,2,2.75,256000,14.85,29.59,4,5,Current,328205.1282,328205.1282,0,256000
231,2021,11913,323200,86.0,2,2.625,323200,15.09,23.82,5,5,Current,375813.9535,375813.9535,0,323200
247,2021,10299,200000,58.0,2,2.75,200000,16.79,33.89,5,5,Current,344827.5862,344827.5862,0,200000
254,2021,12534,194000,54.0,2,2.25,194000,17.05,28.74,4,4,Current,359259.2593,359259.2593,0,194000
256,2021,14837,200000,64.0,2,2.75,200000,10.33,33.87,5,5,Current,312500.0,312500.0,0,200000
264,2021,13660,257000,74.0,2,2.875,257000,13.21,16.27,4,4,Current,347297.2973,347297.2973,0,257000
266,2021,15670,252500,71.0,2,2.5,252500,14.06,20.89,5,5,Current,355633.8028,355633.8028,0,252500
268,2021,9161,288000,80.0,2,2.875,288000,18.4,26.99,4,4,Current,360000.0,360000.0,0,288000
270,2021,9663,274517,79.0,2,2.875,275000,17.23,22.44,4,3,Current,348101.2658,348101.2658,0,274517
275,2021,11284,242000,50.0,2,2.5,242000,11.21,35.28,5,5,Current,484000.0,484000.0,0,242000
316,2021,12737,253000,77.0,2,2.875,253000,12.6,24.12,5,5,Current,328571.4286,328571.4286,0,253000
331,2021,11466,292000,72.0,2,2.875,292000,13.67,33.52,5,5,Current,405555.5556,405555.5556,0,292000
344,2021,8907,212600,54.0,2,3.125,212600,16.28,22.9,5,5,Current,393703.7037,393703.7037,0,212600
362,2021,10853,205200,69.0,2,3.0,205200,10.89,28.77,5,5,Current,297391.3043,297391.3043,0,205200
363,2021,14639,343934,35.0,2,2.875,345000,20.22,24.4,5,5,Current,985714.2857,985714.2857,0,343934
368,2021,17577,272000,80.0,2,2.375,272000,13.48,22.56,4,4,Current,340000.0,340000.0,0,272000
372,2021,9984,255000,67.0,2,2.625,255000,15.1,15.6,5,5,Current,380597.0149,380597.0149,0,255000
386,2021,12102,250000,72.0,2,2.875,250000,6.86,24.92,5,5,Current,347222.2222,347222.2222,0,250000
422,2021,8798,264315,58.0,2,2.5,270000,26.19,29.5,5,5,Current,465517.2414,465517.2414,0,264315
435,2021,14119,291488,49.0,2,2.875,292000,14.04,22.66,5,5,Current,595918.3673,595918.3673,0,291488
439,2021,9398,220546,52.0,2,3.0,223000,15.82,24.91,4,4,Current,428846.1538,428846.1538,0,220546
440,2021,14392,235000,46.0,2,2.75,235000,16.78,34.02,5,5,Current,510869.5652,510869.5652,0,235000
453,2021,12197,179120,80.0,2,2.875,179120,10.51,31.64,5,4,Current,223900.0,223900.0,0,179120
459,2021,16984,260000,62.0,3,2.75,260000,11.43,44.98,4,4,Current,419354.8387,419354.8387,0,260000
466,2021,9898,220000,72.0,2,2.75,220000,17.38,23.37,5,4,Current,305555.5556,305555.5556,0,220000
470,2021,9588,275530,68.0,2,3.0,280000,19.94,30.41,5,5,Current,411764.7059,411764.7059,0,275530
475,2021,12684,280000,59.0,2,2.25,280000,18.78,21.26,5,5,Current,474576.2712,474576.2712,0,280000
525,2021,11791,271665,58.0,2,2.75,272683,14.17,20.83,5,4,Current,470143.1034,470143.1034,0,271665
529,2021,12353,335410,68.0,2,2.875,336000,16.49,24.45,5,5,Current,494117.6471,494117.6471,0,335410
541,2021,11754,220500,61.0,2,2.625,220500,13.43,21.25,5,5,Current,361475.4098,361475.4098,0,220500
555,2021,12483,184000,72.0,2,2.75,184000,9.12,30.64,5,4,Current,255555.5556,255555.5556,0,184000
557,2021,8488,218000,71.0,2,2.75,218000,15.47,23.24,5,5,Current,307042.2535,307042.2535,0,218000
587,2021,16378,307707,62.0,2,2.625,307707,13.14,26.23,5,5,Current,496301.6129,496301.6129,0,307707
588,2021,15167,300000,40.0,2,2.5,300000,20.19,25.23,5,5,Current,750000.0,750000.0,0,300000
594,2021,11791,314500,66.0,2,2.25,314500,23.85,24.45,5,5,Current,476515.1515,476515.1515,0,314500
611,2021,12922,256000,51.0,2,3.0,256000,14.47,42.78,5,5,Current,501960.7843,501960.7843,0,256000
631,2021,8250,245000,70.0,2,3.0,245000,21.18,23.76,5,3,Current,350000.0,350000.0,0,245000
635,2021,13333,324359,56.0,2,3.0,325000,15.89,32.27,5,5,Current,580357.1429,580357.1429,0,324359
654,2021,15732,251539,58.0,2,2.625,252000,12.57,27.7,4,4,Current,434482.7586,434482.7586,0,251539
701,2021,9452,250000,58.0,2,3.25,250000,15.88,16.19,5,5,Current,431034.4828,431034.4828,0,250000
722,2021,7737,218000,71.0,2,2.875,218000,19.78,24.23,5,5,Current,307042.2535,307042.2535,0,218000
731,2021,12864,240000,71.0,2,3.0,240000,12.8,18.05,5,5,Current,338028.169,338028.169,0,240000
733,2021,12210,293000,74.0,2,2.75,293000,18.55,25.8,5,5,Current,395945.9459,395945.9459,0,293000
741,2021,12120,270524,75.0,2,2.875,271000,13.26,35.13,4,4,Current,361333.3333,361333.3333,0,270524
742,2021,9755,182000,57.0,2,2.75,182000,14.39,26.41,5,5,Current,319298.2456,319298.2456,0,182000
760,2021,13750,230350,85.0,2,2.25,230350,11.0,40.39,5,5,Current,271000.0,271000.0,0,230350
801,2021,9566,244000,66.0,2,3.0,244000,20.33,26.07,5,4,Current,369696.9697,369696.9697,0,244000
883,2021,10174,212000,80.0,2,2.5,212000,16.32,20.92,5,5,Current,265000.0,265000.0,0,212000
885,2021,14918,180000,69.0,2,2.625,180000,12.13,28.32,5,5,Current,260869.5652,260869.5652,0,180000
893,2021,10641,212000,71.0,2,3.25,212000,11.81,18.84,5,5,Current,298591.5493,298591.5493,0,212000
913,2021,10405,251400,80.0,2,3.0,251400,15.65,31.08,5,4,Current,314250.0,314250.0,0,251400
939,2021,14009,230000,80.0,2,2.5,230000,15.84,33.78,5,4,Current,287500.0,287500.0,0,230000
945,2021,9348,248000,66.0,2,2.75,248000,21.3,30.34,5,4,Current,375757.5758,375757.5758,0,248000
947,2021,14430,200000,79.0,2,3.0,200000,8.4,20.77,5,4,Current,253164.557,253164.557,0,200000
960,2021,10666,355000,50.0,2,3.0,355000,19.12,23.24,5,5,Current,710000.0,710000.0,0,355000
969,2021,11022,230000,74.0,2,3.0,230000,13.68,29.74,5,5,Current,310810.8108,310810.8108,0,230000
987,2021,12099,240000,80.0,2,3.125,240000,12.46,30.74,5,4,Current,300000.0,300000.0,0,240000
991,2021,12925,250975,70.0,2,2.5,253300,16.69,29.64,4,4,Current,361857.1429,361857.1429,0,250975
1007,2021,12589,275000,57.0,2,2.75,275000,13.22,35.83,5,4,Current,482456.1404,482456.1404,0,275000
1016,2021,12253,335000,47.0,2,2.75,335000,19.32,24.7,5,5,Current,712765.9574,712765.9574,0,335000
1062,2021,11359,227800,79.0,2,2.875,227800,14.1,28.85,5,5,Current,288354.4304,288354.4304,0,227800
1073,2021,14858,252000,80.0,2,2.5,252000,15.21,22.69,5,4,Current,315000.0,315000.0,0,252000
1077,2021,11359,208000,80.0,2,3.125,208000,13.27,21.37,5,5,Current,260000.0,260000.0,0,208000
1080,2021,9636,248233,93.0,2,2.875,250000,17.38,24.13,5,4,Current,268817.2043,268817.2043,0,248233
1081,2021,9018,314439,67.0,2,2.75,314439,21.8,21.8,5,5,Current,469311.9403,469311.9403,0,314439
1130,2021,9501,274074,62.0,2,3.125,275000,17.1,27.54,4,3,Current,443548.3871,443548.3871,0,274074
1158,2021,9393,247129,80.0,2,2.875,248000,16.46,25.76,4,5,Current,310000.0,310000.0,0,247129
1181,2021,10308,212000,53.0,2,2.5,212000,18.61,22.75,5,5,Current,400000.0,400000.0,0,212000
1225,2021,14753,220000,59.0,2,2.625,220000,20.46,42.78,5,5,Current,372881.3559,372881.3559,0,220000
1236,2021,11376,227920,80.0,2,3.25,227920,11.85,22.23,5,5,Current,284900.0,284900.0,0,227920
