,Year,MonthlyIncome,UPBatAcquisition,LTVRatio,BorrowerCount,InterestRate,OriginationValue,HousingExpenseToIncome,TotalDebtToIncome,B1CreditScore,B2CreditScore,Performance,PropertyValue,CurrentPropertyValue,ValueChange,Price
92,2021,10803,268721,84.0,2,3.5,270000,16.07,41.33,5,4,Current,321428.5714,321428.5714,0,268721
1419,2021,19258,284050,95.0,2,3.125,284050,8.78,37.71,5,5,Current,299000.0,299000.0,0,284050
6407,2021,19182,279200,80.0,2,3.625,279200,20.57,43.88,4,5,Current,349000.0,349000.0,0,279200
6722,2021,14709,343500,78.0,2,3.5,343500,14.95,31.01,5,4,Current,440384.6154,440384.6154,0,343500
7008,2021,14330,312000,80.0,2,3.49,312000,15.82,30.21,5,5,Current,390000.0,390000.0,0,312000
7828,2021,11441,327000,95.0,2,3.625,327000,20.26,37.76,5,4,Current,344210.5263,344210.5263,0,327000
8322,2021,17054,312000,80.0,2,3.125,312000,9.27,39.16,5,5,Current,390000.0,390000.0,0,312000
8504,2021,25417,260100,90.0,2,3.375,260100,19.9,40.04,5,5,Current,289000.0,289000.0,0,260100
9677,2021,10406,315400,95.0,2,3.875,315400,20.04,20.16,4,3,Current,332000.0,332000.0,0,315400
10016,2021,17608,319000,72.0,2,3.625,319000,10.03,31.7,4,4,Current,443055.5556,443055.5556,0,319000
11115,2021,15776,297000,90.0,2,3.25,297000,13.57,41.81,5,5,Current,330000.0,330000.0,0,297000
13352,2021,14582,360000,80.0,2,3.375,360000,10.26,45.16,5,5,Current,450000.0,450000.0,0,360000
13440,2021,10144,310400,80.0,2,3.875,310400,22.69,33.81,4,4,Current,388000.0,388000.0,0,310400
14129,2021,14144,288000,80.0,2,3.375,288000,15.31,39.76,5,5,Current,360000.0,360000.0,0,288000
14232,2021,10117,336200,100.0,2,3.75,336200,20.59,23.15,4,3,Current,336200.0,336200.0,0,336200
14536,2021,12392,313500,95.0,2,3.375,313500,14.99,41.03,5,5,Current,330000.0,330000.0,0,313500
14942,2021,10666,351000,68.0,2,3.75,351000,21.35,27.26,4,4,Current,516176.4706,516176.4706,0,351000
15301,2021,11076,337000,86.0,2,3.625,337000,18.92,31.79,5,5,Current,391860.4651,391860.4651,0,337000
16270,2021,9803,317700,80.0,2,3.5,317700,17.6,36.18,5,5,Current,397125.0,397125.0,0,317700
24422,2021,18501,276000,80.0,2,4.125,276000,12.82,34.79,4,2,Current,345000.0,345000.0,0,276000
24471,2021,23222,300000,80.0,2,3.875,300000,10.84,27.55,4,3,Current,375000.0,375000.0,0,300000
25411,2021,13720,337500,90.0,2,3.375,337500,6.35,35.57,5,5,Current,375000.0,375000.0,0,337500
25479,2021,15155,325800,90.0,2,3.625,325800,12.54,48.61,4,3,Current,362000.0,362000.0,0,325800
25560,2021,12385,306000,92.0,2,3.5,306000,17.37,38.09,5,4,Current,332608.6957,332608.6957,0,306000
25932,2021,14419,288000,90.0,2,3.75,288000,17.18,41.32,4,3,Current,320000.0,320000.0,0,288000
26130,2021,20737,359100,90.0,2,3.625,359100,11.28,41.85,4,4,Current,399000.0,399000.0,0,359100
26329,2021,14381,346750,95.0,2,3.375,346750,16.17,38.03,5,3,Current,365000.0,365000.0,0,346750
26667,2021,23632,208350,90.0,2,3.125,208350,19.6,40.95,5,4,Current,231500.0,231500.0,0,208350
26675,2021,23186,216000,90.0,2,3.625,216000,20.62,44.71,5,3,Current,240000.0,240000.0,0,216000
26813,2021,12962,347650,77.0,2,3.875,347650,21.42,41.05,4,3,Current,451493.5065,451493.5065,0,347650
26931,2021,13243,296000,80.0,2,4.0,296000,16.76,29.12,4,4,Current,370000.0,370000.0,0,296000
26982,2021,8987,361200,80.0,2,3.25,361200,1.63,44.49,5,5,Current,451500.0,451500.0,0,361200
27066,2021,12551,317500,78.0,2,3.625,317500,13.75,19.32,5,5,Current,407051.2821,407051.2821,0,317500
