,Year,MonthlyIncome,UPBatAcquisition,LTVRatio,BorrowerCount,InterestRate,OriginationValue,HousingExpenseToIncome,TotalDebtToIncome,B1CreditScore,B2CreditScore,Performance,PropertyValue,CurrentPropertyValue,ValueChange,Price
6,2021,16084,457000,57.0,2,3.125,457000,19.56,30.33,4,4,Current,801754.386,801754.386,0,457000
10,2021,11392,496000,80.0,2,2.75,496000,22.35,26.82,5,5,Current,620000.0,620000.0,0,496000
13,2021,14681,383732,39.0,2,3.25,385000,27.9,30.37,5,5,Current,987179.4872,987179.4872,0,383732
30,2021,18041,400000,72.0,2,3.125,400000,14.39,43.16,5,4,Current,555555.5556,555555.5556,0,400000
37,2021,12523,510400,63.0,2,3.0,510400,23.88,29.96,4,4,Current,810158.7302,810158.7302,0,510400
71,2021,13719,502400,80.0,2,3.0,502400,19.69,24.31,5,5,Current,628000.0,628000.0,0,502400
89,2021,16151,465000,69.0,2,2.5,465000,17.27,41.54,5,5,Current,673913.0435,673913.0435,0,465000
91,2021,15685,509505,60.0,2,2.875,510400,21.37,28.11,5,5,Current,850666.6667,850666.6667,0,509505
99,2021,14939,350000,66.0,2,2.875,350000,13.36,37.84,4,4,Current,530303.0303,530303.0303,0,350000
104,2021,11886,464000,80.0,2,3.0,464000,22.44,30.67,5,2,Current,580000.0,580000.0,0,464000
137,2021,9666,452205,59.0,2,2.875,453000,30.41,38.99,5,4,Current,767796.6102,767796.6102,0,452205
151,2021,10162,424000,80.0,2,2.875,424000,24.34,26.49,5,5,Current,530000.0,530000.0,0,424000
156,2021,11303,484000,80.0,2,2.5,484000,33.0,34.17,5,5,Current,605000.0,605000.0,0,484000
175,2021,15737,417000,87.0,2,2.875,417000,14.8,29.24,4,4,Current,479310.3448,479310.3448,0,417000
184,2021,12829,360000,74.0,2,2.75,360000,20.96,36.85,4,4,Current,486486.4865,486486.4865,0,360000
193,2021,16704,495289,73.0,2,3.0,497000,22.18,38.46,4,2,Current,680821.9178,680821.9178,0,495289
195,2021,11053,359000,78.0,2,2.75,359000,25.17,42.33,5,4,Current,460256.4103,460256.4103,0,359000
225,2021,13885,448579,95.0,2,3.125,448579,21.38,48.9,4,4,Current,472188.4211,472188.4211,0,448579
244,2021,9676,365000,76.0,2,2.5,365000,22.64,28.71,5,5,Current,480263.1579,480263.1579,0,365000
272,2021,12744,380000,55.0,2,2.875,380000,17.87,37.02,4,3,Current,690909.0909,690909.0909,0,380000
290,2021,13341,385000,71.0,2,2.5,385000,21.49,22.33,4,5,Current,542253.5211,542253.5211,0,385000
291,2021,14375,335500,64.0,2,2.5,335500,23.14,37.95,5,4,Current,524218.75,524218.75,0,335500
294,2021,10187,330000,77.0,2,3.25,330000,20.06,30.97,4,3,Current,428571.4286,428571.4286,0,330000
299,2021,10583,436000,80.0,2,3.125,436000,25.06,29.2,5,5,Current,545000.0,545000.0,0,436000
303,2021,14249,437500,61.0,2,2.75,437500,17.17,26.11,5,5,Current,717213.1148,717213.1148,0,437500
304,2021,9010,335000,74.0,2,2.25,335000,30.19,34.93,5,5,Current,452702.7027,452702.7027,0,335000
321,2021,10124,392000,76.0,2,2.25,392000,31.37,33.43,5,5,Current,515789.4737,515789.4737,0,392000
357,2021,15922,480000,80.0,2,3.0,480000,17.07,28.66,5,5,Current,600000.0,600000.0,0,480000
376,2021,8038,398908,71.0,2,2.875,400000,32.47,32.9,4,4,Current,563380.2817,563380.2817,0,398908
377,2021,11696,509505,74.0,2,2.875,510400,24.92,37.54,5,4,Current,689729.7297,689729.7297,0,509505
398,2021,11803,450000,70.0,2,3.0,450000,21.39,34.91,4,4,Current,642857.1429,642857.1429,0,450000
409,2021,9864,400000,64.0,2,2.875,400000,23.64,25.7,4,5,Current,625000.0,625000.0,0,400000
410,2021,12500,400000,72.0,2,3.125,400000,19.63,29.19,4,4,Current,555555.5556,555555.5556,0,400000
448,2021,8968,530000,77.0,2,3.0,530000,33.65,39.7,5,4,Current,688311.6883,688311.6883,0,530000
468,2021,11926,468000,70.0,2,2.875,468000,24.87,34.12,4,4,Current,668571.4286,668571.4286,0,468000
474,2021,11167,410000,64.0,2,2.875,410000,22.14,38.71,4,4,Current,640625.0,640625.0,0,410000
484,2021,15833,465000,55.0,2,2.875,465000,26.75,30.62,5,5,Current,845454.5455,845454.5455,0,465000
491,2021,14599,400000,73.0,2,3.125,400000,17.23,28.52,5,5,Current,547945.2055,547945.2055,0,400000
516,2021,9967,479176,66.0,2,3.0,480000,28.49,29.65,5,5,Current,727272.7273,727272.7273,0,479176
530,2021,14583,530000,74.0,2,2.875,530000,21.82,23.61,5,5,Current,716216.2162,716216.2162,0,530000
536,2021,10666,350000,61.0,2,2.875,350000,19.82,31.16,5,5,Current,573770.4918,573770.4918,0,350000
553,2021,13952,400000,39.0,2,3.0,400000,18.27,37.46,5,4,Current,1025641.026,1025641.026,0,400000
558,2021,15898,490000,45.0,2,3.0,490000,19.77,35.2,5,5,Current,1088888.889,1088888.889,0,490000
569,2021,10048,515200,80.0,2,2.875,515200,28.31,32.51,5,5,Current,644000.0,644000.0,0,515200
582,2021,13127,356250,77.0,2,2.375,356250,25.27,42.56,4,4,Current,462662.3377,462662.3377,0,356250
584,2021,13666,425000,84.0,2,2.875,428000,18.58,23.98,5,5,Current,509523.8095,509523.8095,0,425000
592,2021,9893,369000,79.0,2,2.875,369000,21.9,27.8,5,5,Current,467088.6076,467088.6076,0,369000
596,2021,14717,455000,52.0,2,2.875,455000,21.46,35.53,5,5,Current,875000.0,875000.0,0,455000
632,2021,14228,445000,74.0,2,3.0,445000,18.31,23.62,4,4,Current,601351.3514,601351.3514,0,445000
636,2021,15917,536000,80.0,2,2.75,536000,17.89,32.03,4,5,Current,670000.0,670000.0,0,536000
656,2021,15331,430000,26.0,2,2.625,430000,29.82,31.16,5,4,Current,1653846.154,1653846.154,0,430000
660,2021,12416,469200,85.0,2,3.25,469200,20.15,25.89,5,5,Current,552000.0,552000.0,0,469200
670,2021,10928,409502,80.0,2,3.125,409502,23.12,46.4,4,3,Current,511877.5,511877.5,0,409502
679,2021,8054,325000,69.0,2,3.0,325000,22.97,28.32,5,5,Current,471014.4928,471014.4928,0,325000
706,2021,16184,482300,91.0,2,3.0,482300,21.33,32.89,4,4,Current,530000.0,530000.0,0,482300
711,2021,12412,425000,60.0,2,2.75,425000,22.29,33.51,5,5,Current,708333.3333,708333.3333,0,425000
718,2021,14583,532000,95.0,2,3.0,532000,21.03,21.74,5,5,Current,560000.0,560000.0,0,532000
772,2021,8418,372960,104.0,2,2.75,372960,26.55,42.26,4,2,Current,358615.3846,358615.3846,0,372960
785,2021,12673,504000,80.0,2,3.25,504000,21.45,26.1,4,4,Current,630000.0,630000.0,0,504000
791,2021,9650,358736,75.0,2,2.875,360000,21.61,39.94,4,4,Current,480000.0,480000.0,0,358736
828,2021,9292,494700,85.0,2,3.0,494700,10.77,43.2,4,5,Current,582000.0,582000.0,0,494700
838,2021,11513,363000,71.0,2,2.875,363000,19.29,35.57,5,5,Current,511267.6056,511267.6056,0,363000
843,2021,15739,450000,74.0,2,3.125,450000,15.95,30.1,5,5,Current,608108.1081,608108.1081,0,450000
867,2021,13875,429500,78.0,2,2.875,429500,18.7,30.93,5,4,Current,550641.0256,550641.0256,0,429500
869,2021,12774,390431,46.0,2,2.875,392089,16.13,34.42,4,4,Current,852367.3913,852367.3913,0,390431
891,2021,22226,386250,80.0,2,3.0,386250,20.88,39.64,5,4,Current,482812.5,482812.5,0,386250
