,Year,MonthlyIncome,UPBatAcquisition,LTVRatio,BorrowerCount,InterestRate,OriginationValue,HousingExpenseToIncome,TotalDebtToIncome,B1CreditScore,B2CreditScore,Performance,PropertyValue,CurrentPropertyValue,ValueChange,Price
218,2021,2443,100152,99.0,1,4.25,100152,31.75,47.88,4,9,Current,101163.63636363635,101163.63636363635,0.0,100152
251,2021,1948,93610,92.0,1,4.0,93610,39.02,40.3,3,9,Current,101750.0,101750.0,0.0,93610
8040,2021,5044,131313,102.0,1,3.875,131313,21.57,39.99,3,9,Current,128738.23529411764,128738.23529411764,0.0,131313
8054,2021,4026,158400,80.0,1,3.85,158400,26.09,26.58,3,9,Current,198000.0,198000.0,0.0,158400
8170,2021,4065,140717,101.0,1,4.0,140717,23.42,34.75,4,9,Current,139323.76237623763,139323.76237623763,0.0,140717
14979,2021,4260,137373,101.0,1,3.75,137373,19.72,36.39,3,9,Current,136012.8712871287,136012.8712871287,0.0,137373
15459,2021,2181,60600,98.0,1,3.75,60600,23.34,39.44,3,9,Current,61836.73469387755,61836.73469387755,0.0,60600
25307,2021,7147,168000,80.0,1,3.875,168000,17.52,43.72,4,9,Current,210000.0,210000.0,0.0,168000
25507,2021,8798,228750,75.0,1,4.375,228750,20.31,36.9,3,9,Current,305000.0,305000.0,0.0,228750
25599,2021,4187,124900,67.0,1,3.875,124900,21.19,42.25,3,9,Current,186417.9104477612,186417.9104477612,0.0,124900
25942,2021,7497,191250,75.0,1,4.5,191250,19.21,48.93,2,9,Current,255000.0,255000.0,0.0,191250
26531,2021,5947,146200,75.0,1,4.375,146250,22.85,39.11,3,9,Current,195000.0,195000.0,0.0,146200
27496,2021,5411,140000,78.0,1,3.875,140000,20.09,40.0,3,9,Current,179487.17948717947,179487.17948717947,0.0,140000
27814,2021,3999,126400,80.0,1,3.875,126400,25.81,35.24,4,9,Current,158000.0,158000.0,0.0,126400
28236,2021,4792,176000,80.0,1,3.875,176000,25.3,34.21,3,9,Current,220000.0,220000.0,0.0,176000
28281,2021,4720,249000,75.0,1,4.125,249000,30.53,39.24,3,9,Current,332000.0,332000.0,0.0,249000
29925,2021,1808,59332,64.0,1,4.125,59500,26.47,41.96,2,9,Current,92968.75,92968.75,0.0,59332
30626,2021,5319,141541,90.0,1,3.875,141750,20.95,42.12,4,9,Current,157500.0,157500.0,0.0,141541
32621,2021,4720,190909,100.0,1,4.0,190909,26.22,31.53,4,9,Current,190909.0,190909.0,0.0,190909
32856,2021,4248,126000,90.0,1,3.875,126000,22.65,30.22,3,9,Current,140000.0,140000.0,0.0,126000
33591,2021,5520,209300,70.0,1,4.375,209300,23.27,48.88,2,9,Current,299000.0,299000.0,0.0,209300
34712,2021,3936,99353,91.0,1,3.875,99500,20.93,40.39,3,9,Current,109340.65934065932,109340.65934065932,0.0,99353
34925,2021,2988,114646,100.0,1,3.875,114646,25.5,37.41,3,9,Current,114646.0,114646.0,0.0,114646
35865,2021,3160,140560,68.0,1,3.75,141200,26.13,41.25,4,9,Current,207647.0588235294,207647.0588235294,0.0,140560
36226,2021,3033,118181,99.0,1,4.0,118181,25.14,32.86,4,9,Current,119374.74747474748,119374.74747474748,0.0,118181
37391,2021,6148,187500,75.0,1,3.875,187500,21.22,43.99,3,9,Current,250000.0,250000.0,0.0,187500
37497,2021,4292,145454,100.0,1,4.0,145454,24.64,33.12,4,9,Current,145454.0,145454.0,0.0,145454
39073,2021,4810,134310,82.0,1,3.875,134310,22.93,44.74,3,9,Current,163792.68292682926,163792.68292682926,0.0,134310
41908,2021,4365,120772,99.0,1,3.875,120772,21.47,47.29,3,9,Current,121991.9191919192,121991.9191919192,0.0,120772
42033,2021,3467,108337,70.0,1,3.75,108500,22.04,41.62,4,9,Current,155000.0,155000.0,0.0,108337
42831,2021,3750,171747,80.0,1,3.875,172000,27.97,36.43,4,9,Current,215000.0,215000.0,0.0,171747
50134,2021,2816,96000,80.0,1,3.75,96000,24.74,33.5,3,9,Current,120000.0,120000.0,0.0,96000
50137,2021,3551,84000,80.0,1,4.375,84000,16.64,26.73,3,9,Current,105000.0,105000.0,0.0,84000
51147,2021,4006,132000,80.0,1,4.0,132000,22.42,36.8,4,9,Current,165000.0,165000.0,0.0,132000
54712,2021,3880,109381,35.0,1,4.5,109381,32.22,50.1,1,9,Current,312517.1428571429,312517.1428571429,0.0,109381
64106,2020,2772,90909,64.0,1,4.0,90909,26.17,26.17,3,9,Current,142045.3125,142045.3125,0.0,90909
65479,2020,3900,157712,91.0,1,4.0,157712,31.55,31.55,4,9,Current,173309.8901098901,173309.8901098901,0.0,157712
66551,2020,4480,162011,99.0,1,4.125,162011,28.18,28.18,4,9,Current,163647.47474747474,163647.47474747474,0.0,162011
66553,2020,3813,195395,99.0,1,4.125,195395,36.8,36.8,3,9,Current,197368.68686868687,197368.68686868687,0.0,195395
66981,2020,6893,213468,90.0,1,4.49,213750,27.59,27.59,4,9,Current,237500.0,237500.0,0.0,213468
67023,2020,6667,187740,80.0,1,4.25,188000,20.33,20.33,3,9,Current,235000.0,235000.0,0.0,187740
67038,2020,5590,264634,75.0,1,4.25,265000,31.08,31.08,3,9,Current,353333.3333333333,353333.3333333333,0.0,264634
67055,2020,5042,180000,70.0,1,4.25,180000,24.82,24.82,3,9,Current,257142.8571428572,257142.8571428572,0.0,180000
67144,2020,1734,58500,90.0,1,4.0,58500,29.69,29.69,4,9,Current,65000.0,65000.0,0.0,58500
67249,2020,3986,138000,71.0,1,4.25,138000,23.39,23.39,3,9,Current,194366.1971830986,194366.1971830986,0.0,138000
67595,2020,6923,244000,80.0,1,4.75,244000,27.32,27.32,3,9,Current,305000.0,305000.0,0.0,244000
67856,2020,3720,157265,95.0,1,4.0,158650,29.25,29.25,3,9,Current,167000.0,167000.0,0.0,157265
68414,2020,2123,65151,101.0,1,4.5,65151,27.44,27.44,4,9,Current,64505.94059405941,64505.94059405941,0.0,65151
68660,2020,3406,121212,99.0,1,4.125,121212,25.84,25.84,3,9,Current,122436.36363636365,122436.36363636365,0.0,121212
68747,2020,5046,155000,89.0,1,3.875,155000,27.85,27.85,3,9,Current,174157.3033707865,174157.3033707865,0.0,155000
69012,2020,4184,137200,100.0,1,4.0,137200,24.39,24.39,3,9,Current,137200.0,137200.0,0.0,137200
69200,2020,5031,214702,88.0,1,4.25,222000,29.02,29.02,4,9,Current,252272.7272727273,252272.7272727273,0.0,214702
69208,2020,5261,83620,95.0,1,4.5,90155,22.91,22.91,3,9,Current,94900.0,94900.0,0.0,83620
69341,2020,3864,157000,83.0,1,4.0,157000,37.5,37.5,3,9,Current,189156.6265060241,189156.6265060241,0.0,157000
69771,2020,4356,106950,88.0,1,4.25,106950,21.83,21.83,3,9,Current,121534.09090909093,121534.09090909093,0.0,106950
69781,2020,2906,136000,80.0,1,4.0,136000,29.61,29.61,4,9,Current,170000.0,170000.0,0.0,136000
