,Year,MonthlyIncome,UPBatAcquisition,LTVRatio,BorrowerCount,InterestRate,OriginationValue,HousingExpenseToIncome,TotalDebtToIncome,B1CreditScore,B2CreditScore,Performance,PropertyValue,CurrentPropertyValue,ValueChange,Price
7841,2021,13012,324000,90.0,1,3.625,324000,17.03,40.15,3,9,Current,360000.0,360000.0,0,324000
8961,2021,8905,230000,74.0,1,4.0,230000,17.22,25.08,3,9,Current,310810.8108,310810.8108,0,230000
12558,2021,12450,281750,70.0,1,3.75,281750,19.8,30.05,3,9,Current,402500.0,402500.0,0,281750
25507,2021,8798,228750,75.0,1,4.375,228750,20.31,36.9,3,9,Current,305000.0,305000.0,0,228750
25942,2021,7497,191250,75.0,1,4.5,191250,19.21,48.93,2,9,Current,255000.0,255000.0,0,191250
26531,2021,5947,146200,75.0,1,4.375,146250,22.85,39.11,3,9,Current,195000.0,195000.0,0,146200
26797,2021,5808,226500,79.0,1,4.0,226500,31.73,47.0,3,9,Current,286708.8608,286708.8608,0,226500
28022,2021,12500,336000,80.0,1,3.75,336000,17.93,46.87,3,9,Current,420000.0,420000.0,0,336000
28047,2021,5438,301500,67.0,1,4.25,301500,33.57,35.94,2,9,Current,450000.0,450000.0,0,301500
28281,2021,4720,249000,75.0,1,4.125,249000,30.53,39.24,3,9,Current,332000.0,332000.0,0,249000
28390,2021,7333,317627,80.0,1,3.875,320000,28.29,38.31,3,9,Current,400000.0,400000.0,0,317627
28542,2021,8168,282400,80.0,1,4.25,282400,25.49,41.8,3,9,Current,353000.0,353000.0,0,282400
28666,2021,11998,372960,80.0,1,3.875,372960,22.49,41.76,3,9,Current,466200.0,466200.0,0,372960
30408,2021,9088,410000,67.0,1,3.875,410000,25.17,35.67,2,9,Current,611940.2985,611940.2985,0,410000
32262,2021,8593,239542,80.0,1,3.75,240000,15.18,38.13,3,9,Current,300000.0,300000.0,0,239542
33591,2021,5520,209300,70.0,1,4.375,209300,23.27,48.88,2,9,Current,299000.0,299000.0,0,209300
37391,2021,6148,187500,75.0,1,3.875,187500,21.22,43.99,3,9,Current,250000.0,250000.0,0,187500
37943,2021,10122,208000,80.0,2,4.375,208000,12.58,33.86,3,9,Current,260000.0,260000.0,0,208000
43145,2021,7367,233350,71.0,1,3.875,233350,21.56,41.89,3,9,Current,328661.9718,328661.9718,0,233350
48462,2021,8751,259250,83.0,1,3.875,259250,19.99,38.97,3,9,Current,312349.3976,312349.3976,0,259250
51620,2021,8682,270000,75.0,1,4.1,270000,21.68,44.94,2,9,Current,360000.0,360000.0,0,270000
54712,2021,3880,109381,35.0,1,4.5,109381,32.22,50.1,1,9,Current,312517.1429,312517.1429,0,109381
65244,2020,8187,319000,43.0,1,3.75,319000,28.52,28.52,3,9,Current,741860.4651,741860.4651,0,319000
66981,2020,6893,213468,90.0,1,4.49,213750,27.59,27.59,4,9,Current,237500.0,237500.0,0,213468
66982,2020,6908,244669,62.0,1,4.375,245000,31.15,31.15,4,9,Current,395161.2903,395161.2903,0,244669
67034,2020,10834,332000,80.0,1,4.25,332000,24.21,24.21,2,9,Current,415000.0,415000.0,0,332000
67038,2020,5590,264634,75.0,1,4.25,265000,31.08,31.08,3,9,Current,353333.3333,353333.3333,0,264634
67052,2020,7677,291000,80.0,1,4.49,291000,25.03,25.03,4,9,Current,363750.0,363750.0,0,291000
67055,2020,5042,180000,70.0,1,4.25,180000,24.82,24.82,3,9,Current,257142.8571,257142.8571,0,180000
67249,2020,3986,138000,71.0,1,4.25,138000,23.39,23.39,3,9,Current,194366.1972,194366.1972,0,138000
67595,2020,6923,244000,80.0,1,4.75,244000,27.32,27.32,3,9,Current,305000.0,305000.0,0,244000
67722,2020,10625,276250,85.0,1,4.9,276250,19.67,19.67,2,9,Current,325000.0,325000.0,0,276250
68499,2020,10413,373000,80.0,1,4.125,373000,24.15,24.15,3,9,Current,466250.0,466250.0,0,373000
68749,2020,8099,314500,84.0,1,3.875,314500,24.6,24.6,3,9,Current,374404.7619,374404.7619,0,314500
