,Year,MonthlyIncome,UPBatAcquisition,LTVRatio,BorrowerCount,InterestRate,OriginationValue,HousingExpenseToIncome,TotalDebtToIncome,B1CreditScore,B2CreditScore,Performance,PropertyValue,CurrentPropertyValue,ValueChange,Price
2,2021,9395,208000,80.0,1,3.0,208000,13.45,15.84,5,9,Current,260000.0,260000.0,0,208000
22,2021,15687,230000,74.0,1,3.0,230000,11.26,30.6,4,9,Current,310810.8108,310810.8108,0,230000
74,2021,9876,250000,51.0,1,2.875,250000,15.52,19.56,5,9,Current,490196.0784,490196.0784,0,250000
76,2021,7951,224000,67.0,1,2.75,224000,16.49,19.05,4,9,Current,334328.3582,334328.3582,0,224000
98,2021,12040,238000,68.0,1,2.75,238000,12.44,15.74,4,9,Current,350000.0,350000.0,0,238000
101,2021,14333,275000,38.0,1,2.625,275000,17.67,17.91,5,9,Current,723684.2105,723684.2105,0,275000
179,2021,16224,210000,75.0,1,2.75,210000,8.52,13.16,5,9,Current,280000.0,280000.0,0,210000
293,2021,10076,211000,71.0,1,2.875,211000,11.44,20.23,5,9,Current,297183.0986,297183.0986,0,211000
342,2021,19166,238572,55.0,1,2.75,239000,9.76,21.14,3,9,Current,434545.4545,434545.4545,0,238572
355,2021,11666,293865,76.0,1,3.25,295000,18.37,27.17,4,9,Current,388157.8947,388157.8947,0,293865
413,2021,8806,280000,79.0,1,3.0,280000,18.86,19.2,4,9,Current,354430.3797,354430.3797,0,280000
496,2021,13209,235000,73.0,1,2.75,235000,10.65,18.03,5,9,Current,321917.8082,321917.8082,0,235000
554,2021,8083,256000,54.0,1,3.0,256000,20.34,20.65,5,9,Current,474074.0741,474074.0741,0,256000
556,2021,9196,200000,80.0,1,3.125,200000,16.13,26.56,4,9,Current,250000.0,250000.0,0,200000
618,2021,15500,200000,63.0,1,2.5,200000,12.18,12.72,5,9,Current,317460.3175,317460.3175,0,200000
676,2021,14579,210000,47.0,1,3.125,210000,13.0,16.28,4,9,Current,446808.5106,446808.5106,0,210000
765,2021,11877,212000,80.0,1,3.25,212000,11.89,23.38,5,9,Current,265000.0,265000.0,0,212000
808,2021,10032,251000,65.0,1,3.125,251000,16.8,18.61,5,9,Current,386153.8462,386153.8462,0,251000
820,2021,13010,262000,61.0,1,3.0,262000,12.88,35.69,4,9,Current,429508.1967,429508.1967,0,262000
834,2021,9864,200000,73.0,1,3.125,200000,13.06,29.9,4,9,Current,273972.6027,273972.6027,0,200000
842,2021,8411,250000,57.0,1,3.375,250000,21.2,23.97,5,9,Current,438596.4912,438596.4912,0,250000
866,2021,10869,270000,72.0,1,3.125,270000,16.62,28.97,4,9,Current,375000.0,375000.0,0,270000
900,2021,13333,358000,83.0,1,3.25,358000,14.44,22.38,5,9,Current,431325.3012,431325.3012,0,358000
922,2021,12916,256000,76.0,1,3.25,256000,11.82,26.66,5,9,Current,336842.1053,336842.1053,0,256000
999,2021,13671,251200,80.0,1,3.25,251200,11.75,26.62,5,9,Current,314000.0,314000.0,0,251200
1003,2021,12499,257000,64.0,1,2.625,257000,11.99,19.86,4,9,Current,401562.5,401562.5,0,257000
1071,2021,11286,260000,55.0,1,3.0,260000,17.47,23.49,5,9,Current,472727.2727,472727.2727,0,260000
1087,2021,18857,110400,80.0,1,3.25,110400,4.97,49.24,4,9,Current,138000.0,138000.0,0,110400
1174,2021,18750,272000,77.0,1,2.75,272000,12.48,27.92,3,9,Current,353246.7532,353246.7532,0,272000
1243,2021,8567,261600,80.0,1,3.25,261600,17.74,18.06,5,9,Current,327000.0,327000.0,0,261600
1254,2021,9061,199341,59.0,1,3.25,200000,14.66,22.45,4,9,Current,338983.0508,338983.0508,0,199341
1273,2021,12500,178000,71.0,1,2.625,178000,13.98,13.98,4,9,Current,250704.2254,250704.2254,0,178000
1326,2021,11558,168840,68.0,1,2.75,168840,9.62,17.28,5,9,Current,248294.1176,248294.1176,0,168840
1327,2021,10063,312000,39.0,1,2.875,312000,21.11,22.18,5,9,Current,800000.0,800000.0,0,312000
1347,2021,8476,265000,68.0,1,3.375,265000,18.68,26.15,5,9,Current,389705.8824,389705.8824,0,265000
1397,2021,12168,229900,68.0,1,2.875,229900,12.83,16.74,4,9,Current,338088.2353,338088.2353,0,229900
1453,2021,13066,286000,61.0,1,3.0,286000,18.6,24.06,4,9,Current,468852.459,468852.459,0,286000
1485,2021,9473,252800,68.0,1,3.0,252800,17.34,17.34,5,9,Current,371764.7059,371764.7059,0,252800
1682,2021,14792,320000,80.0,1,2.0,320000,17.91,18.19,5,9,Current,400000.0,400000.0,0,320000
1683,2021,19795,190000,80.0,1,2.0,190000,9.24,33.68,5,9,Current,237500.0,237500.0,0,190000
1719,2021,16649,209000,95.0,1,2.25,209000,10.33,19.02,4,9,Current,220000.0,220000.0,0,209000
1789,2021,12307,262000,95.0,1,2.125,262000,20.13,21.29,5,9,Current,275789.4737,275789.4737,0,262000
1871,2021,10833,241200,88.0,1,2.625,241200,12.93,13.58,5,9,Current,274090.9091,274090.9091,0,241200
1893,2021,10458,233600,80.0,1,3.25,233600,16.03,27.07,4,9,Current,292000.0,292000.0,0,233600
1896,2021,8448,268000,80.0,1,3.0,268000,15.81,16.23,5,9,Current,335000.0,335000.0,0,268000
