,Year,MonthlyIncome,UPBatAcquisition,LTVRatio,BorrowerCount,InterestRate,OriginationValue,HousingExpenseToIncome,TotalDebtToIncome,B1CreditScore,B2CreditScore,Performance,PropertyValue,CurrentPropertyValue,ValueChange,Price
39,2021,13683,395000,54.0,1,3.125,395000,17.28,22.53,5,9,Current,731481.4815,731481.4815,0,395000
64,2021,14686,603000,75.0,1,2.875,603000,21.75,22.16,5,9,Current,804000.0,804000.0,0,603000
67,2021,13000,510000,72.0,1,2.875,510000,23.52,27.84,4,9,Current,708333.3333,708333.3333,0,510000
153,2021,14781,493800,80.0,1,2.875,493800,19.57,23.45,5,9,Current,617250.0,617250.0,0,493800
259,2021,19672,412000,80.0,1,2.875,412000,15.5,36.27,4,9,Current,515000.0,515000.0,0,412000
302,2021,21588,408760,55.0,1,2.625,408760,17.71,18.79,4,9,Current,743200.0,743200.0,0,408760
322,2021,18025,525000,76.0,1,2.875,525000,11.67,39.29,4,9,Current,690789.4737,690789.4737,0,525000
329,2021,19846,297400,71.0,1,2.625,297400,12.31,26.9,3,9,Current,418873.2394,418873.2394,0,297400
427,2021,27376,324418,50.0,1,2.75,325000,9.16,20.58,5,9,Current,650000.0,650000.0,0,324418
478,2021,13151,458000,55.0,1,3.0,458000,20.89,22.22,5,9,Current,832727.2727,832727.2727,0,458000
489,2021,28312,380000,72.0,1,2.625,380000,12.76,15.83,4,9,Current,527777.7778,527777.7778,0,380000
523,2021,24678,320000,80.0,1,2.625,320000,8.85,9.18,5,9,Current,400000.0,400000.0,0,320000
533,2021,19718,378500,49.0,1,3.0,378500,12.65,13.0,5,9,Current,772448.9796,772448.9796,0,378500
546,2021,18340,379000,66.0,1,2.75,379000,14.54,36.05,5,9,Current,574242.4242,574242.4242,0,379000
564,2021,15862,548000,78.0,1,3.0,548000,19.95,37.85,4,9,Current,702564.1026,702564.1026,0,548000
572,2021,23333,322000,65.0,1,2.875,322000,10.34,14.53,3,9,Current,495384.6154,495384.6154,0,322000
600,2021,29166,324442,54.0,1,3.0,325000,22.72,23.75,5,9,Current,601851.8519,601851.8519,0,324442
625,2021,13000,435000,67.0,1,2.75,435000,19.07,23.47,4,9,Current,649253.7313,649253.7313,0,435000
637,2021,27573,350000,41.0,1,2.75,350000,9.63,13.98,4,9,Current,853658.5366,853658.5366,0,350000
648,2021,24892,306000,61.0,1,2.625,306000,14.15,21.82,2,9,Current,501639.3443,501639.3443,0,306000
