,Year,MonthlyIncome,UPBatAcquisition,LTVRatio,BorrowerCount,InterestRate,OriginationValue,HousingExpenseToIncome,TotalDebtToIncome,B1CreditScore,B2CreditScore,Performance,PropertyValue,CurrentPropertyValue,ValueChange,Price
8,2021,9166,300000,76.0,2,2.875,300000,20.33,42.3,4,3,Current,394736.8421,394736.8421,0,300000
9,2021,10041,325000,62.0,2,3.0,325000,19.07,29.68,4,3,Current,524193.5484,524193.5484,0,325000
11,2021,13211,215623,80.0,2,3.0,216000,11.93,26.38,4,4,Current,270000.0,270000.0,0,215623
65,2021,7383,279000,90.0,2,2.875,279000,22.94,37.67,4,4,Current,310000.0,310000.0,0,279000
66,2021,10407,264540,78.0,2,3.0,265000,17.91,25.71,4,5,Current,339743.5897,339743.5897,0,264540
73,2021,10496,310000,67.0,2,3.125,310000,17.07,31.83,4,4,Current,462686.5672,462686.5672,0,310000
77,2021,9863,249000,80.0,2,2.875,249000,16.11,32.58,3,5,Current,311250.0,311250.0,0,249000
83,2021,9656,280000,60.0,2,2.75,280000,17.2,37.33,4,4,Current,466666.6667,466666.6667,0,280000
85,2021,7628,315980,104.0,2,3.0,315980,25.66,26.38,4,5,Current,303826.9231,303826.9231,0,315980
99,2021,14939,350000,66.0,2,2.875,350000,13.36,37.84,4,4,Current,530303.0303,530303.0303,0,350000
111,2021,13280,248000,58.0,2,2.5,248000,18.87,31.0,4,4,Current,427586.2069,427586.2069,0,248000
116,2021,20250,350000,76.0,2,3.0,350000,9.88,24.63,3,3,Current,460526.3158,460526.3158,0,350000
125,2021,13535,317793,72.0,2,3.0,320000,16.34,32.53,4,5,Current,444444.4444,444444.4444,0,317793
136,2021,10092,255000,63.0,2,3.0,255000,18.84,23.44,4,4,Current,404761.9048,404761.9048,0,255000
161,2021,14724,350000,56.0,2,2.875,350000,17.32,42.36,3,3,Current,625000.0,625000.0,0,350000
180,2021,7684,252000,95.0,2,2.75,252000,19.02,39.72,4,3,Current,265263.1579,265263.1579,0,252000
189,2021,7368,360000,75.0,2,2.875,360000,28.41,30.5,3,5,Current,480000.0,480000.0,0,360000
206,2021,15491,420000,76.0,2,2.875,420000,18.67,38.48,3,4,Current,552631.5789,552631.5789,0,420000
222,2021,12492,325000,53.0,2,2.75,325000,17.36,23.65,4,5,Current,613207.5472,613207.5472,0,325000
223,2021,10913,261000,80.0,2,3.0,261000,14.63,27.86,3,5,Current,326250.0,326250.0,0,261000
230,2021,13169,256000,78.0,2,2.75,256000,14.85,29.59,4,5,Current,328205.1282,328205.1282,0,256000
238,2021,14107,320000,80.0,2,3.0,320000,13.34,22.22,4,3,Current,400000.0,400000.0,0,320000
242,2021,15251,435000,65.0,2,2.75,435000,17.62,24.17,3,5,Current,669230.7692,669230.7692,0,435000
264,2021,13660,257000,74.0,2,2.875,257000,13.21,16.27,4,4,Current,347297.2973,347297.2973,0,257000
268,2021,9161,288000,80.0,2,2.875,288000,18.4,26.99,4,4,Current,360000.0,360000.0,0,288000
270,2021,9663,274517,79.0,2,2.875,275000,17.23,22.44,4,3,Current,348101.2658,348101.2658,0,274517
292,2021,6640,236250,90.0,2,2.625,236250,22.29,34.15,3,3,Current,262500.0,262500.0,0,236250
294,2021,10187,330000,77.0,2,3.25,330000,20.06,30.97,4,3,Current,428571.4286,428571.4286,0,330000
312,2021,11696,240000,80.0,2,3.0,240000,18.25,35.8,4,4,Current,300000.0,300000.0,0,240000
324,2021,10417,450000,69.0,2,2.875,450000,25.23,30.4,3,3,Current,652173.913,652173.913,0,450000
332,2021,8947,366135,70.0,2,3.0,367500,23.16,39.38,3,3,Current,525000.0,525000.0,0,366135
359,2021,11914,240000,65.0,2,2.25,240000,19.75,34.79,3,4,Current,369230.7692,369230.7692,0,240000
368,2021,17577,272000,80.0,2,2.375,272000,13.48,22.56,4,4,Current,340000.0,340000.0,0,272000
393,2021,14441,418000,79.0,2,2.875,418000,15.69,28.11,3,3,Current,529113.9241,529113.9241,0,418000
397,2021,8673,281000,74.0,2,3.0,281000,20.19,32.91,3,3,Current,379729.7297,379729.7297,0,281000
403,2021,12275,334000,79.0,2,3.0,334000,15.86,23.26,2,3,Current,422784.8101,422784.8101,0,334000
459,2021,16984,260000,62.0,3,2.75,260000,11.43,44.98,4,4,Current,419354.8387,419354.8387,0,260000
465,2021,9113,213000,79.0,2,2.625,213000,14.44,33.63,4,4,Current,269620.2532,269620.2532,0,213000
490,2021,14492,336000,80.0,2,3.375,336000,14.58,17.73,2,5,Current,420000.0,420000.0,0,336000
501,2021,13178,351000,80.0,2,3.0,351000,15.65,35.38,2,2,Current,438750.0,438750.0,0,351000
543,2021,14164,400000,79.0,2,3.0,400000,17.16,40.97,2,2,Current,506329.1139,506329.1139,0,400000
614,2021,16997,254000,37.0,2,2.875,254000,10.42,48.42,3,3,Current,686486.4865,686486.4865,0,254000
654,2021,15732,251539,58.0,2,2.625,252000,12.57,27.7,4,4,Current,434482.7586,434482.7586,0,251539
672,2021,11320,215000,59.0,2,3.0,215000,17.17,28.38,3,5,Current,364406.7797,364406.7797,0,215000
673,2021,9426,337250,95.0,2,3.0,337250,23.07,35.27,3,4,Current,355000.0,355000.0,0,337250
691,2021,10416,343000,79.0,2,3.125,343000,18.29,21.25,4,5,Current,434177.2152,434177.2152,0,343000
695,2021,14742,335000,74.0,2,3.375,335000,13.61,27.65,4,3,Current,452702.7027,452702.7027,0,335000
710,2021,17084,344000,88.0,2,3.0,344000,14.83,21.66,3,2,Current,390909.0909,390909.0909,0,344000
712,2021,21432,436000,71.0,2,2.875,436000,13.93,26.77,2,2,Current,614084.507,614084.507,0,436000
720,2021,5870,245520,103.0,2,2.75,245520,25.98,34.34,3,4,Current,238368.932,238368.932,0,245520
741,2021,12120,270524,75.0,2,2.875,271000,13.26,35.13,4,4,Current,361333.3333,361333.3333,0,270524
761,2021,11671,355920,80.0,2,2.75,355920,6.84,44.63,4,5,Current,444900.0,444900.0,0,355920
800,2021,10856,352000,80.0,2,2.75,352000,20.19,20.32,3,5,Current,440000.0,440000.0,0,352000
831,2021,6386,237500,95.0,2,3.125,237500,24.29,24.91,3,3,Current,250000.0,250000.0,0,237500
841,2021,10688,258000,73.0,2,3.375,258000,14.95,41.02,4,4,Current,353424.6575,353424.6575,0,258000
858,2021,12175,205000,72.0,2,2.875,205000,10.47,26.45,4,3,Current,284722.2222,284722.2222,0,205000
868,2021,10328,200000,80.0,2,3.0,200000,12.35,44.57,4,4,Current,250000.0,250000.0,0,200000
911,2021,14007,376068,104.0,2,2.75,376068,13.8,22.29,4,4,Current,361603.8462,361603.8462,0,376068
917,2021,10409,305000,61.0,2,3.0,305000,17.08,28.25,3,5,Current,500000.0,500000.0,0,305000
919,2021,12333,405000,90.0,2,3.125,405000,21.08,30.6,3,4,Current,450000.0,450000.0,0,405000
935,2021,11666,380000,78.0,2,3.375,380000,22.08,26.02,3,3,Current,487179.4872,487179.4872,0,380000
961,2021,13250,347754,79.0,2,2.875,349000,16.45,41.89,4,4,Current,441772.1519,441772.1519,0,347754
985,2021,7248,251914,90.0,2,2.75,251914,18.18,38.24,3,3,Current,279904.4444,279904.4444,0,251914
991,2021,12925,250975,70.0,2,2.5,253300,16.69,29.64,4,4,Current,361857.1429,361857.1429,0,250975
1004,2021,13446,400000,77.0,2,3.125,400000,18.03,20.18,3,2,Current,519480.5195,519480.5195,0,400000
1006,2021,8916,263934,103.0,2,2.75,263934,18.39,29.27,4,4,Current,256246.6019,256246.6019,0,263934
1009,2021,12624,309225,95.0,2,2.875,309225,16.55,30.96,4,5,Current,325500.0,325500.0,0,309225
1014,2021,11330,306525,83.0,2,2.75,306525,17.01,39.02,3,4,Current,369307.2289,369307.2289,0,306525
1021,2021,11353,294000,70.0,2,2.75,294000,23.41,36.92,4,3,Current,420000.0,420000.0,0,294000
1024,2021,14048,232750,95.0,2,2.875,232750,11.1,14.09,3,3,Current,245000.0,245000.0,0,232750
1033,2021,11589,300000,80.0,2,2.75,300000,24.4,30.56,4,4,Current,375000.0,375000.0,0,300000
1048,2021,11518,210000,60.0,2,2.625,210000,18.42,24.93,3,4,Current,350000.0,350000.0,0,210000
1067,2021,17152,430000,76.0,2,3.125,430000,14.57,24.34,3,4,Current,565789.4737,565789.4737,0,430000
1078,2021,11021,325000,78.0,2,3.125,325000,17.25,37.51,4,4,Current,416666.6667,416666.6667,0,325000
1095,2021,14406,295000,75.0,2,2.5,295000,17.88,43.19,3,4,Current,393333.3333,393333.3333,0,295000
1102,2021,10038,325702,80.0,2,3.375,330000,18.5,31.7,4,2,Current,412500.0,412500.0,0,325702
1124,2021,8846,270000,77.0,2,3.125,270000,18.82,36.07,3,2,Current,350649.3506,350649.3506,0,270000
1130,2021,9501,274074,62.0,2,3.125,275000,17.1,27.54,4,3,Current,443548.3871,443548.3871,0,274074
1140,2021,9991,344162,90.0,2,3.125,346500,23.04,33.09,4,4,Current,385000.0,385000.0,0,344162
1155,2021,16996,398000,71.0,2,3.125,398000,14.82,42.8,3,5,Current,560563.3803,560563.3803,0,398000
1158,2021,9393,247129,80.0,2,2.875,248000,16.46,25.76,4,5,Current,310000.0,310000.0,0,247129
1162,2021,17774,310000,66.0,2,3.0,310000,10.84,31.84,4,3,Current,469696.9697,469696.9697,0,310000
1164,2021,9057,311000,74.0,2,3.5,311000,20.78,31.86,4,2,Current,420270.2703,420270.2703,0,311000
1175,2021,7047,350000,75.0,2,3.125,350000,29.6,31.86,3,4,Current,466666.6667,466666.6667,0,350000
1176,2021,10763,364700,76.0,2,3.125,364700,21.1,32.41,3,3,Current,479868.4211,479868.4211,0,364700
1178,2021,11220,248000,56.0,2,3.125,248000,13.71,29.22,3,3,Current,442857.1429,442857.1429,0,248000
1205,2021,13777,280000,80.0,2,3.0,280000,16.58,45.45,3,3,Current,350000.0,350000.0,0,280000
1207,2021,12064,328000,80.0,2,2.875,328000,16.73,46.55,4,4,Current,410000.0,410000.0,0,328000
1217,2021,12523,198000,80.0,2,2.5,198000,14.5,36.57,4,4,Current,247500.0,247500.0,0,198000
1223,2021,19487,348600,84.0,2,3.125,348600,11.11,32.11,3,4,Current,415000.0,415000.0,0,348600
1230,2021,14916,243000,46.0,2,2.375,243000,21.2,49.63,3,3,Current,528260.8696,528260.8696,0,243000
1242,2021,15370,197100,90.0,2,3.25,197100,7.58,27.6,4,5,Current,219000.0,219000.0,0,197100
1246,2021,7993,278000,74.0,2,2.875,278000,19.97,26.05,4,2,Current,375675.6757,375675.6757,0,278000
1257,2021,12168,269600,80.0,2,2.75,269600,16.73,34.41,3,2,Current,337000.0,337000.0,0,269600
1274,2021,11337,183000,72.0,2,2.875,183000,14.01,30.7,4,3,Current,254166.6667,254166.6667,0,183000
1293,2021,7864,264180,104.0,2,2.75,264180,19.57,34.02,3,5,Current,254019.2308,254019.2308,0,264180
1306,2021,9767,245000,78.0,2,2.875,245000,16.55,45.87,4,5,Current,314102.5641,314102.5641,0,245000
1307,2021,13620,408500,49.0,2,3.0,408500,18.67,31.74,3,4,Current,833673.4694,833673.4694,0,408500
1311,2021,7132,234500,79.0,2,2.875,234500,19.44,38.29,3,4,Current,296835.443,296835.443,0,234500
1318,2021,11583,346275,47.0,2,2.875,346275,17.11,20.3,2,3,Current,736755.3191,736755.3191,0,346275
1342,2021,11416,468000,63.0,2,2.875,468000,26.23,33.13,2,3,Current,742857.1429,742857.1429,0,468000
1382,2021,12576,336000,80.0,2,3.125,336000,16.89,39.25,4,4,Current,420000.0,420000.0,0,336000
1385,2021,14051,342000,75.0,2,3.125,342000,14.83,23.72,4,3,Current,456000.0,456000.0,0,342000
1404,2021,11845,320000,65.0,2,3.0,320000,17.31,44.08,4,3,Current,492307.6923,492307.6923,0,320000
1416,2021,10800,328000,82.0,2,3.0,328000,18.18,28.91,4,5,Current,400000.0,400000.0,0,328000
1468,2021,12774,413929,60.0,2,2.875,425000,23.4,42.73,2,3,Current,708333.3333,708333.3333,0,413929
1476,2021,16641,295650,90.0,2,3.25,295650,10.94,18.96,4,4,Current,328500.0,328500.0,0,295650
1493,2021,12081,284550,67.0,2,3.0,284550,13.35,23.57,4,3,Current,424701.4925,424701.4925,0,284550
1508,2021,16056,402307,84.0,2,3.5,403000,17.7,24.98,2,2,Current,479761.9048,479761.9048,0,402307
1513,2021,16234,380400,62.0,2,2.875,380400,15.19,23.75,3,3,Current,613548.3871,613548.3871,0,380400
1523,2021,17486,265008,80.0,2,3.5,265008,10.33,22.65,3,4,Current,331260.0,331260.0,0,265008
1533,2021,11653,225000,70.0,2,2.875,225000,12.94,37.92,4,3,Current,321428.5714,321428.5714,0,225000
1539,2021,10168,350550,95.0,2,3.375,350550,20.0,34.0,3,3,Current,369000.0,369000.0,0,350550
1555,2021,8664,248000,80.0,2,3.5,248000,17.43,38.37,4,3,Current,310000.0,310000.0,0,248000
1559,2021,13317,372000,83.0,2,3.25,372000,17.72,37.45,4,2,Current,448192.7711,448192.7711,0,372000
1618,2021,13771,210477,98.0,2,2.875,210477,10.87,25.33,3,5,Current,214772.449,214772.449,0,210477
1692,2021,8916,260000,80.0,2,2.625,260000,20.74,44.47,3,5,Current,325000.0,325000.0,0,260000
1718,2021,10906,350000,79.0,2,3.125,350000,22.11,32.02,3,5,Current,443037.9747,443037.9747,0,350000
1721,2021,13816,190400,80.0,2,2.625,190400,9.83,35.89,4,4,Current,238000.0,238000.0,0,190400
1739,2021,8520,245000,61.0,2,2.75,245000,21.05,26.71,4,4,Current,401639.3443,401639.3443,0,245000
1742,2021,14225,205000,60.0,2,2.375,205000,13.35,35.37,4,5,Current,341666.6667,341666.6667,0,205000
1746,2021,15578,218405,95.0,2,2.875,218405,11.6,26.59,3,3,Current,229900.0,229900.0,0,218405
1748,2021,15417,297500,85.0,2,2.875,297500,11.43,26.29,4,4,Current,350000.0,350000.0,0,297500
1774,2021,13026,240000,67.0,2,2.625,240000,14.06,33.29,3,4,Current,358208.9552,358208.9552,0,240000
1805,2021,10030,294400,80.0,2,2.875,294400,18.46,40.48,3,3,Current,368000.0,368000.0,0,294400
1829,2021,11519,289000,73.0,2,2.75,289000,18.63,32.13,4,4,Current,395890.411,395890.411,0,289000
1902,2021,9961,392000,80.0,2,2.625,392000,17.69,23.79,4,4,Current,490000.0,490000.0,0,392000
