,Year,MonthlyIncome,UPBatAcquisition,LTVRatio,BorrowerCount,InterestRate,OriginationValue,HousingExpenseToIncome,TotalDebtToIncome,B1CreditScore,B2CreditScore,Performance,PropertyValue,CurrentPropertyValue,ValueChange,Price
23,2021,3352,112000,67.0,1,2.625,112000,21.89,29.67,4,9,Current,167164.1791,167164.1791,0,112000
32,2021,7749,248000,80.0,1,2.875,248000,20.63,35.48,4,9,Current,310000.0,310000.0,0,248000
45,2021,4390,220000,94.0,1,2.875,220000,32.05,33.58,4,9,Current,234042.5532,234042.5532,0,220000
51,2021,4684,215000,70.0,1,2.875,215000,26.68,37.59,3,9,Current,307142.8571,307142.8571,0,215000
52,2021,4031,151225,85.0,1,2.75,151500,24.21,40.21,4,9,Current,178235.2941,178235.2941,0,151225
56,2021,4654,189346,67.0,1,3.0,190000,32.73,42.46,2,9,Current,283582.0896,283582.0896,0,189346
59,2021,8649,212000,80.0,1,2.875,212000,14.75,45.89,4,9,Current,265000.0,265000.0,0,212000
82,2021,5281,257000,80.0,1,2.75,257000,26.2,33.8,3,9,Current,321250.0,321250.0,0,257000
109,2021,5353,141000,72.0,1,2.5,141000,23.12,32.72,3,9,Current,195833.3333,195833.3333,0,141000
135,2021,6488,232000,65.0,1,2.75,232000,28.48,39.29,4,9,Current,356923.0769,356923.0769,0,232000
166,2021,6178,230000,63.0,1,2.875,230000,23.11,34.35,4,9,Current,365079.3651,365079.3651,0,230000
197,2021,4643,137000,71.0,1,2.875,137000,18.53,30.37,4,9,Current,192957.7465,192957.7465,0,137000
201,2021,5822,247000,95.0,1,2.875,247000,26.55,38.28,4,9,Current,260000.0,260000.0,0,247000
216,2021,4333,149500,75.0,1,2.875,149500,29.58,42.63,3,9,Current,199333.3333,199333.3333,0,149500
232,2021,3916,182249,70.0,1,3.5,184000,31.97,34.6,4,9,Current,262857.1429,262857.1429,0,182249
235,2021,6217,271387,80.0,1,3.375,273600,27.17,38.51,3,9,Current,342000.0,342000.0,0,271387
240,2021,6954,226000,68.0,1,2.875,226000,18.93,30.03,4,9,Current,332352.9412,332352.9412,0,226000
249,2021,6500,219000,77.0,1,2.375,219000,34.37,37.54,4,9,Current,284415.5844,284415.5844,0,219000
263,2021,9184,206000,80.0,1,2.875,206000,21.0,25.0,4,9,Current,257500.0,257500.0,0,206000
283,2021,4680,140000,78.0,1,3.0,140000,20.5,24.52,4,9,Current,179487.1795,179487.1795,0,140000
323,2021,7923,230000,72.0,1,2.875,230000,18.74,29.42,4,9,Current,319444.4444,319444.4444,0,230000
326,2021,4050,189000,95.0,1,2.875,189000,27.44,36.46,4,9,Current,198947.3684,198947.3684,0,189000
334,2021,5918,245600,80.0,1,2.875,245600,27.63,30.93,4,9,Current,307000.0,307000.0,0,245600
349,2021,7861,260000,79.0,1,2.5,260000,29.77,40.19,4,9,Current,329113.9241,329113.9241,0,260000
419,2021,6912,285200,80.0,1,3.125,285200,27.04,37.96,3,9,Current,356500.0,356500.0,0,285200
434,2021,7089,200000,66.0,1,3.125,200000,18.26,35.09,3,9,Current,303030.303,303030.303,0,200000
447,2021,2707,109000,58.0,1,2.5,109000,35.06,44.48,3,9,Current,187931.0345,187931.0345,0,109000
457,2021,7721,213600,80.0,1,2.75,213600,25.74,38.37,2,9,Current,267000.0,267000.0,0,213600
458,2021,5985,179000,68.0,1,2.625,179000,21.25,32.69,4,9,Current,263235.2941,263235.2941,0,179000
495,2021,4160,170346,74.0,1,2.875,170346,32.32,34.58,3,9,Current,230197.2973,230197.2973,0,170346
547,2021,6132,187000,77.0,1,3.25,187000,20.02,33.1,3,9,Current,242857.1429,242857.1429,0,187000
549,2021,6774,281500,76.0,1,3.25,281500,23.34,33.02,3,9,Current,370394.7368,370394.7368,0,281500
550,2021,3188,142000,57.0,1,2.75,142000,30.65,35.29,3,9,Current,249122.807,249122.807,0,142000
565,2021,6546,212200,60.0,1,2.5,212200,29.46,39.46,2,9,Current,353666.6667,353666.6667,0,212200
